sleeve,kind,tf,family,sharpe,mc_p5,mc_p50,max_dd,months_in_profit,turnover,placebo_sharpe,screened,wf_oos,accepted
BAC_5m_mean_reversion,equity,5m,mean_reversion,-4.136104620453632,,,-0.9749096048835525,0.075,11888.495613375484,-14.114807660429346,False,,False
BAC_5m_breakout,equity,5m,breakout,-3.1637032124037363,,,-0.8348946850389063,0.225,5583.611225860262,-9.107949634967964,False,,False
AVGO_5m_trend,equity,5m,trend,0.1355415035961856,,,-0.3397744718362985,0.4875,1333.2438091177823,-15.774411554009005,False,-0.8629467601574624,False
AVGO_5m_mean_reversion,equity,5m,mean_reversion,-3.6695053540713336,,,-0.9530999599758666,0.1125,9208.803295791198,-11.491735169925859,False,,False
AVGO_5m_breakout,equity,5m,breakout,-2.5781159383277696,,,-0.786818395535128,0.2,4569.664801403178,-8.027150288855589,False,,False
COST_5m_trend,equity,5m,trend,-0.05994136117045916,,,-0.3461537648069942,0.45,2097.386570702145,-23.83901105848096,False,0.18238373938660019,False
COST_5m_mean_reversion,equity,5m,mean_reversion,-6.942966636008897,,,-0.9959136602310371,0.0375,16051.76214245708,-17.306747650007736,False,,False
COST_5m_breakout,equity,5m,breakout,-4.200495751794811,,,-0.9102265624594014,0.1625,7749.962414302431,-11.704397566800807,False,,False
MRK_5m_trend,equity,5m,trend,-0.3359105227429179,,,-0.5334495950863867,0.45,1920.5563188303577,-22.442618861191416,False,,False
MRK_5m_mean_reversion,equity,5m,mean_reversion,-5.541146001623636,,,-0.9913789556087375,0.0875,14082.231346382769,-16.6014487349583,False,,False
MRK_5m_breakout,equity,5m,breakout,-4.319480310741914,,,-0.9347220327972241,0.1125,6626.456900320858,-9.550243450521254,False,,False
LLY_5m_trend,equity,5m,trend,0.012081130418078586,,,-0.38018952854475196,0.55,1576.1005533124426,-18.68469608616962,False,,False
LLY_5m_mean_reversion,equity,5m,mean_reversion,-4.324025529636198,,,-0.9813139923961769,0.125,11203.23211689688,-12.546412994044896,False,,False
LLY_5m_breakout,equity,5m,breakout,-2.756769702462198,,,-0.8231712204663204,0.225,5335.52554340119,-7.930573691985039,False,,False
ABBV_5m_trend,equity,5m,trend,-0.645652318920745,,,-0.7448170883476153,0.4125,1971.2179158097783,-21.821480071574577,False,,False
ABBV_5m_mean_reversion,equity,5m,mean_reversion,-6.372907053716631,,,-0.9906173065924108,0.0375,13851.032405836053,-18.272505651733795,False,,False
ABBV_5m_breakout,equity,5m,breakout,-3.0031175330411166,,,-0.8929076505862987,0.125,6527.111132965188,-9.323847242176763,False,,False
ADBE_5m_trend,equity,5m,trend,-0.025973492446569223,,,-0.4945391847414343,0.4875,1480.7471660930833,-18.144278717933823,False,-0.366490929258161,False
ADBE_5m_mean_reversion,equity,5m,mean_reversion,-3.7032738891924786,,,-0.967717579362674,0.15,10191.989553927257,-11.658633658062733,False,,False
ADBE_5m_breakout,equity,5m,breakout,-3.103085061129035,,,-0.867428928680632,0.1625,4969.659676397102,-8.311654365027898,False,,False
CRM_5m_trend,equity,5m,trend,0.20862389065880865,,,-0.3517640196382612,0.5125,1454.0467159666039,-15.044968249935652,False,0.023357296762476693,False
CRM_5m_mean_reversion,equity,5m,mean_reversion,-3.4112415525096873,,,-0.956238122720614,0.15,9858.77570926985,-11.670052559592724,False,,False
CRM_5m_breakout,equity,5m,breakout,-2.036152254265117,,,-0.7652217913566017,0.25,4626.7894727704415,-7.070401299386452,False,,False
NFLX_5m_trend,equity,5m,trend,-0.8163570918329427,,,-0.7246048941674902,0.3375,1388.2193164535674,-14.811354766350092,False,,False
NFLX_5m_mean_reversion,equity,5m,mean_reversion,-3.0788930314896534,,,-0.9282531998631116,0.1875,9785.156961746405,-11.3667799789274,False,,False
NFLX_5m_breakout,equity,5m,breakout,-2.7417767105276245,,,-0.8339529260739499,0.2,4643.535922145327,-7.016460621974855,False,,False
AMD_5m_trend,equity,5m,trend,0.0749493614872115,,,-0.48570138691234743,0.4875,939.8680050724173,-11.069212346490495,False,0.38538168839704445,False
AMD_5m_mean_reversion,equity,5m,mean_reversion,-2.3793432066122926,,,-0.8875078746739018,0.275,6420.867630091363,-7.619077980712341,False,,False
AMD_5m_breakout,equity,5m,breakout,-1.4745410622883233,,,-0.6349126685591397,0.3375,3087.286341360959,-4.777208364896723,False,,False
DIS_5m_trend,equity,5m,trend,0.032173534223107904,,,-0.518415581739007,0.5125,1895.0998869788525,-19.362418887967237,False,0.1334151352997657,False
DIS_5m_mean_reversion,equity,5m,mean_reversion,-4.807705559013173,,,-0.9861507826465647,0.075,12625.536842146596,-14.425664656804956,False,,False
DIS_5m_breakout,equity,5m,breakout,-2.6313568116011803,,,-0.8301996313783342,0.1875,6027.715847499413,-9.18803698358478,False,,False
CSCO_5m_trend,equity,5m,trend,-0.6617839373931821,,,-0.7429298319602109,0.425,2094.142678946798,-21.48680307018346,False,,False
CSCO_5m_mean_reversion,equity,5m,mean_reversion,-5.579944728687922,,,-0.9939930968233986,0.075,15058.879342443826,-14.606774647224734,False,,False
CSCO_5m_breakout,equity,5m,breakout,-3.3997661998520052,,,-0.9235330739024495,0.1875,7056.0250522119195,-8.996358473800523,False,,False
INTC_5m_trend,equity,5m,trend,-0.3283992114710469,,,-0.609726884836905,0.4125,1260.0758909013161,-13.371312617750744,False,,False
INTC_5m_mean_reversion,equity,5m,mean_reversion,-3.933819390882509,,,-0.9678933630521251,0.15,8707.40483391643,-10.545666258964376,False,,False
INTC_5m_breakout,equity,5m,breakout,-1.8000368302491605,,,-0.6982709142506536,0.275,4135.814341723222,-7.0847100611333165,False,,False
PFE_5m_trend,equity,5m,trend,-0.9181361605506193,,,-0.7311593981010092,0.375,1926.9621012042921,-21.345981439188527,False,,False
PFE_5m_mean_reversion,equity,5m,mean_reversion,-5.987509210073841,,,-0.991947388470529,0.05,13362.950747639445,-16.533478109467644,False,,False
PFE_5m_breakout,equity,5m,breakout,-3.390378533100319,,,-0.876092341724297,0.1125,6122.2733451536,-9.64549199818075,False,,False
WFC_5m_trend,equity,5m,trend,-0.228464985442017,,,-0.4744240917994742,0.5375,1534.8717817289519,-18.043873586248008,False,,False
WFC_5m_mean_reversion,equity,5m,mean_reversion,-4.018306036917131,,,-0.9770262498131627,0.15,10829.37494613911,-12.561538765751513,False,,False
WFC_5m_breakout,equity,5m,breakout,-3.1470975427022787,,,-0.8607705863539634,0.1875,5245.271623110258,-8.896677625784598,False,,False
TMO_5m_trend,equity,5m,trend,-0.9292484511693772,,,-0.7305506261405882,0.3625,1695.5927685958163,-20.615026902279673,False,,False
TMO_5m_mean_reversion,equity,5m,mean_reversion,-4.647197453440677,,,-0.9813012678377342,0.0875,11847.576315158336,-14.803525226937374,False,,False
TMO_5m_breakout,equity,5m,breakout,-2.600228829510003,,,-0.8187088006409546,0.2375,5566.51189912286,-9.315256464460003,False,,False
MCD_5m_trend,equity,5m,trend,-0.6755807645746577,,,-0.6419157809461481,0.4125,2472.217233555733,-26.49161159580442,False,,False
MCD_5m_mean_reversion,equity,5m,mean_reversion,-7.7162068893996585,,,-0.9969180386197816,0.0125,17915.012228200427,-19.09772934198183,False,,False
MCD_5m_breakout,equity,5m,breakout,-5.264823174384428,,,-0.9493630477062276,0.0625,8628.669139908532,-12.50332285271438,False,,False
ABT_5m_trend,equity,5m,trend,-0.9640477262394419,,,-0.7381924817532182,0.425,2091.1713378891436,-24.07700189424158,False,,False
ABT_5m_mean_reversion,equity,5m,mean_reversion,-7.7848824237959295,,,-0.9967530353327979,0.05,14714.795355703958,-17.82139579743326,False,,False
ABT_5m_breakout,equity,5m,breakout,-3.517498568078731,,,-0.8736864409480867,0.125,7063.4419406733205,-11.162315151067547,False,,False
ORCL_5m_trend,equity,5m,trend,0.10370899553593445,,,-0.32407637743275064,0.475,1599.773994476271,-16.93687927215583,False,,False
ORCL_5m_mean_reversion,equity,5m,mean_reversion,-4.198846520790055,,,-0.9770004093897515,0.125,12059.95557615649,-13.14088088305755,False,,False
ORCL_5m_breakout,equity,5m,breakout,-3.3709340879676604,,,-0.8892919061209525,0.1625,5818.162444281945,-9.548303020921432,False,,False
ACN_5m_trend,equity,5m,trend,-0.2784700524581634,,,-0.473077007405164,0.425,1854.7635721639135,-19.762693163380444,False,,False
ACN_5m_mean_reversion,equity,5m,mean_reversion,-5.63267808483571,,,-0.990870976489956,0.0375,13031.319808296601,-15.541732151952488,False,,False
ACN_5m_breakout,equity,5m,breakout,-2.748590294209806,,,-0.8721139640922999,0.2,6516.877849574727,-10.123723496745749,False,,False
QCOM_5m_trend,equity,5m,trend,-0.23838184542442598,,,-0.4764884590818591,0.4375,1321.778341828351,-15.891606729982087,False,,False
QCOM_5m_mean_reversion,equity,5m,mean_reversion,-3.3794267173457455,,,-0.9502893384302669,0.1625,9190.993973995624,-10.395279084306848,False,,False
QCOM_5m_breakout,equity,5m,breakout,-1.9562441852086205,,,-0.7672647035863529,0.225,4449.537238380178,-7.085064295972888,False,,False
TXN_5m_trend,equity,5m,trend,-0.8083173708926368,,,-0.6967764530288035,0.3875,1613.7696634435463,-18.961770691261655,False,,False
TXN_5m_mean_reversion,equity,5m,mean_reversion,-4.353092336436718,,,-0.9740871667482864,0.075,11388.065862224257,-14.661238359405198,False,,False
TXN_5m_breakout,equity,5m,breakout,-3.3829674145057647,,,-0.882384453926989,0.2,5450.854255405956,-8.706107201619739,False,,False
NKE_5m_trend,equity,5m,trend,0.2779430647176372,,,-0.3926983133802958,0.5,1650.5092452811523,-18.424748192517487,False,0.37585558250477985,False
NKE_5m_mean_reversion,equity,5m,mean_reversion,-4.319376711877266,,,-0.9812709184929975,0.125,11682.796371446895,-12.089560672324874,False,,False
NKE_5m_breakout,equity,5m,breakout,-2.8006998134079,,,-0.8519378142164478,0.175,5811.591364728439,-8.864833716015944,False,,False
UNH_5m_trend,equity,5m,trend,-0.1604121930298087,,,-0.7042229700691649,0.4375,1851.007348674723,-19.33405251989808,False,,False
UNH_5m_mean_reversion,equity,5m,mean_reversion,-4.658565957012255,,,-0.9933704077062787,0.1125,12860.720866225754,-11.93107559456749,False,,False
UNH_5m_breakout,equity,5m,breakout,-2.886433951075012,,,-0.8972633966949375,0.225,6075.239970421941,-8.44071054851306,False,,False
HON_5m_trend,equity,5m,trend,-0.16456564474981178,,,-0.497900840017913,0.45,2068.680482698016,-23.804985316742396,False,-1.6432006158389916,False
HON_5m_mean_reversion,equity,5m,mean_reversion,-6.454356355547971,,,-0.9946676019481399,0.075,14921.198705043524,-16.927001284893183,False,,False
HON_5m_breakout,equity,5m,breakout,-3.7639124512790025,,,-0.906381531604976,0.15,7095.84742714859,-10.637247346502956,False,,False
UPS_5m_trend,equity,5m,trend,-0.6380158190500408,,,-0.671763492599088,0.4125,1825.6448265651866,-19.24271078048829,False,,False
UPS_5m_mean_reversion,equity,5m,mean_reversion,-4.891886244589961,,,-0.9902290782787738,0.075,12891.389279341936,-13.918801928325738,False,,False
UPS_5m_breakout,equity,5m,breakout,-3.2921001710332365,,,-0.8746011171799136,0.0875,6300.743807512561,-10.342664192728943,False,,False
LOW_5m_trend,equity,5m,trend,-0.5021399151681919,,,-0.6256340002605105,0.5,1725.8975342317642,-21.606383519881255,False,0.08698010678384109,False
LOW_5m_mean_reversion,equity,5m,mean_reversion,-5.1546448045766935,,,-0.9849298982630731,0.075,12191.53540488333,-14.833708259684567,False,,False
LOW_5m_breakout,equity,5m,breakout,-3.5426987703939155,,,-0.8833376509232267,0.1125,5918.477895389007,-10.132953512091959,False,,False
IBM_5m_trend,equity,5m,trend,0.8743844047182855,0.1948110546306071,0.8730419792377428,-0.3825916269236216,0.575,1945.0953338999836,-21.844406215221834,True,0.00042079562315587956,False
IBM_5m_mean_reversion,equity,5m,mean_reversion,-5.1033802660275995,,,-0.9901497153731551,0.125,14469.31688799625,-16.06881524588419,False,,False
IBM_5m_breakout,equity,5m,breakout,-2.7482281102445607,,,-0.8516409545242442,0.2375,6965.848043238363,-10.089192664087678,False,,False
GS_5m_trend,equity,5m,trend,0.03695536792459687,,,-0.33581296350045986,0.5375,1617.732945542458,-19.76450277359306,False,-0.6082225913889335,False
GS_5m_mean_reversion,equity,5m,mean_reversion,-4.739228134374893,,,-0.980870064788563,0.1375,11214.00454761566,-14.172768084600884,False,,False
GS_5m_breakout,equity,5m,breakout,-3.323787257101216,,,-0.8619477125580881,0.1375,5485.420263041448,-9.87490227952531,False,,False
CAT_5m_trend,equity,5m,trend,0.08858400074611728,,,-0.3469108752241099,0.5,1558.6044261181341,-18.16380172798064,False,,False
CAT_5m_mean_reversion,equity,5m,mean_reversion,-4.874590712738139,,,-0.9862206882194228,0.1125,10801.612921191705,-13.489208725415157,False,,False
CAT_5m_breakout,equity,5m,breakout,-2.7369462752926283,,,-0.8139031752229843,0.15,5363.996991926795,-9.208573063263062,False,,False
SPY_5m_trend,equity,5m,trend,-0.7564139937320632,,,-0.6925676633497686,0.3924050632911392,3252.6447710464295,-24.560098374829234,False,,False
SPY_5m_mean_reversion,equity,5m,mean_reversion,-9.601397655648434,,,-0.9994352278814067,0.012658227848101266,23230.0909151632,-20.53866902861575,False,,False
SPY_5m_breakout,equity,5m,breakout,-5.419390790572707,,,-0.9590402221824462,0.05063291139240506,11603.999505445045,-14.223265116866777,False,,False
QQQ_5m_trend,equity,5m,trend,-0.06495609475538042,,,-0.4228263202138979,0.4430379746835443,2255.7922699391993,-21.90870692355831,False,,False
QQQ_5m_mean_reversion,equity,5m,mean_reversion,-6.517528410211494,,,-0.9940821427018245,0.05063291139240506,16628.430311695498,-16.778476354724248,False,,False
QQQ_5m_breakout,equity,5m,breakout,-4.0235357195959915,,,-0.9018195521510226,0.12658227848101267,8232.099617501859,-12.626409779011745,False,,False
AAPL_15m_trend,equity,15m,trend,0.673402449776058,0.06249263227461292,0.6756626561113029,-0.20257205959981983,0.55,553.7630985633209,-7.387715731239334,True,0.45614225829158905,False
AAPL_15m_mean_reversion,equity,15m,mean_reversion,-1.5485354046274007,,,-0.7391782783174328,0.2625,4002.6076389121363,-5.051786419175212,False,,False
AAPL_15m_breakout,equity,15m,breakout,-0.6750378926628824,,,-0.4462889110220325,0.4,1932.7196945423632,-4.347238989899617,False,-0.340423959530327,False
MSFT_15m_trend,equity,15m,trend,0.15388354572179005,,,-0.2769406631621646,0.5375,625.6034721244966,-7.005362872342301,False,-0.807097525102155,False
MSFT_15m_mean_reversion,equity,15m,mean_reversion,-1.362206108902864,,,-0.7045305765608287,0.35,4242.273687352201,-4.378999829537733,False,,False
MSFT_15m_breakout,equity,15m,breakout,-1.448893745217751,,,-0.5770000921795404,0.35,1964.3961869571842,-3.633600217026858,False,,False
NVDA_15m_trend,equity,15m,trend,0.6409248198603255,0.08787133556208766,0.6428056120997472,-0.22464078270228105,0.4875,335.44939176189655,-4.792511870960295,True,1.01633893540641,True
NVDA_15m_mean_reversion,equity,15m,mean_reversion,-1.4291331634602917,,,-0.6879072564408226,0.3875,2317.7831575500063,-3.102507679315346,False,,False
NVDA_15m_breakout,equity,15m,breakout,0.3152280309329496,,,-0.11180061595779145,0.475,1077.354596104231,-2.5447398648060964,False,0.23865239597151436,False
AMZN_15m_trend,equity,15m,trend,-0.1853521758167321,,,-0.4464917762216385,0.5125,539.426732964469,-6.7376771292340765,False,-0.32600635699137454,False
AMZN_15m_mean_reversion,equity,15m,mean_reversion,-1.992266296029016,,,-0.8126284899021271,0.225,3364.331552515618,-4.458611883102714,False,,False
AMZN_15m_breakout,equity,15m,breakout,-0.516695168801066,,,-0.5067515366450046,0.475,1602.4991473581074,-3.0336195993624555,False,-0.8025583262681574,False
GOOGL_15m_trend,equity,15m,trend,0.09500026146477968,,,-0.42068365342651926,0.5,535.1500698290719,-6.29445444734772,False,,False
GOOGL_15m_mean_reversion,equity,15m,mean_reversion,-1.9106366568671198,,,-0.8010514052315122,0.3375,3535.622430249465,-5.140194061123266,False,,False
GOOGL_15m_breakout,equity,15m,breakout,-0.3715613868145551,,,-0.29362694658497146,0.425,1618.7944557698693,-3.3688550155685992,False,,False
META_15m_trend,equity,15m,trend,0.04284883291812646,,,-0.4201465164354494,0.4625,431.7259380763905,-5.0040824075146935,False,,False
META_15m_mean_reversion,equity,15m,mean_reversion,-0.9358560463774657,,,-0.5862647345585686,0.425,3029.1682533550475,-3.596343602712712,False,,False
META_15m_breakout,equity,15m,breakout,-0.3842412767670625,,,-0.34149066586497856,0.4125,1389.7908761094384,-2.3314895715331088,False,-2.522467103156462,False
TSLA_15m_trend,equity,15m,trend,0.956690206616526,0.3579483711479812,0.9422083923702784,-0.30671089150103403,0.6,289.9392335857129,-3.7975894615387586,True,0.9719817511751078,True
TSLA_15m_mean_reversion,equity,15m,mean_reversion,-1.7046078624339525,,,-0.7555889032538297,0.25,1802.7697991654538,-1.976729165769275,False,,False
TSLA_15m_breakout,equity,15m,breakout,0.6535433995227932,0.11418881856144773,0.7094587395358616,-0.13641964626318215,0.625,836.4142721056497,-2.0581522660443987,True,0.6221787195929253,True
JPM_15m_trend,equity,15m,trend,0.36607907209415347,,,-0.27357946901257735,0.5,639.963457439243,-8.513335194296127,False,,False
JPM_15m_mean_reversion,equity,15m,mean_reversion,-1.6075305325904563,,,-0.7522774497320593,0.3,4315.244982979797,-4.689819333282414,False,,False
JPM_15m_breakout,equity,15m,breakout,-0.9479228292606703,,,-0.42320431169032924,0.375,1982.007546172031,-4.250313286601206,False,,False
V_15m_trend,equity,15m,trend,-0.6660124051097404,,,-0.6407003431686973,0.4,727.900160743393,-8.723726312364654,False,,False
V_15m_mean_reversion,equity,15m,mean_reversion,-1.9787157884509803,,,-0.8234800927704811,0.2625,4845.605288010896,-5.75545713840319,False,,False
V_15m_breakout,equity,15m,breakout,-1.704832173559678,,,-0.6148032654644385,0.325,2116.2743160582318,-3.5505987291411065,False,,False
MA_15m_trend,equity,15m,trend,-0.580264439766265,,,-0.6199966699049692,0.4125,689.3761836685155,-8.703977732620043,False,-1.9882085614942022,False
MA_15m_mean_reversion,equity,15m,mean_reversion,-1.8406615997176732,,,-0.7637192321256843,0.35,4633.9393360793,-6.004196983150425,False,,False
MA_15m_breakout,equity,15m,breakout,-1.4906138310216683,,,-0.5748144214119693,0.3,2102.96347594134,-4.154448067565021,False,,False
JNJ_15m_trend,equity,15m,trend,0.34305201977085065,,,-0.36256102739917573,0.575,851.2370629822824,-11.23347560059289,False,-0.689034725082484,False
JNJ_15m_mean_reversion,equity,15m,mean_reversion,-2.3285331106894787,,,-0.8428774888356537,0.3,5818.295630435382,-7.239342090233672,False,,False
JNJ_15m_breakout,equity,15m,breakout,-1.9802519098854312,,,-0.6549666591048464,0.2375,2535.500164042944,-5.200274704494244,False,,False
WMT_15m_trend,equity,15m,trend,-0.21757187122730653,,,-0.42322085178932856,0.45,814.5959088271009,-9.561764909752338,False,,False
WMT_15m_mean_reversion,equity,15m,mean_reversion,-2.2401924098971215,,,-0.849235533919686,0.25,5781.764320603273,-6.351908446943725,False,,False
WMT_15m_breakout,equity,15m,breakout,-1.5540703001424683,,,-0.5905247388547655,0.25,2552.672419598274,-4.803485806171818,False,,False
XOM_15m_trend,equity,15m,trend,-0.15732220085176496,,,-0.5426033492184803,0.4625,564.8047222910477,-7.33308753091376,False,-0.2231338856999312,False
XOM_15m_mean_reversion,equity,15m,mean_reversion,-2.0416029288967046,,,-0.8012539715904718,0.2625,3629.8776795838176,-4.224924342752393,False,,False
XOM_15m_breakout,equity,15m,breakout,-0.3594019765024298,,,-0.2803214829236418,0.45,1678.506840070144,-3.465283858910473,False,-0.7104447611880241,False
PG_15m_trend,equity,15m,trend,-0.27527824703342,,,-0.48867783276008725,0.4125,837.1775654909943,-10.71929009782308,False,,False
PG_15m_mean_reversion,equity,15m,mean_reversion,-3.1091286468210986,,,-0.9033435626612905,0.175,5922.842079989407,-6.38121064479445,False,,False
PG_15m_breakout,equity,15m,breakout,-1.8818780016148526,,,-0.6270754308066324,0.2625,2668.150494085594,-4.866407366581188,False,,False
HD_15m_trend,equity,15m,trend,0.13149736374959864,,,-0.4320529228509338,0.475,646.3390125511738,-9.231661729361122,False,-0.3761916339764413,False
HD_15m_mean_reversion,equity,15m,mean_reversion,-1.8498429729242807,,,-0.7793612285691256,0.2625,4337.543353354829,-4.956282874788525,False,,False
HD_15m_breakout,equity,15m,breakout,-1.0314669507654008,,,-0.4787754428035087,0.325,2018.1975820511566,-4.419173572245682,False,,False
CVX_15m_trend,equity,15m,trend,-0.47993348576460404,,,-0.715774382367149,0.475,645.5738323904399,-8.296616287489385,False,-0.7760874080458118,False
CVX_15m_mean_reversion,equity,15m,mean_reversion,-1.5366510673224087,,,-0.7082436340609,0.3375,3958.523375827801,-5.43913453780369,False,,False
CVX_15m_breakout,equity,15m,breakout,-1.2810268279529835,,,-0.49304733957044855,0.2875,1796.5317747476977,-4.292276744408412,False,,False
KO_15m_trend,equity,15m,trend,0.010680490877558707,,,-0.35120270009882915,0.425,864.254921537173,-12.068709038103172,False,,False
KO_15m_mean_reversion,equity,15m,mean_reversion,-2.910965650879985,,,-0.8894263233721426,0.175,6160.447924313907,-7.172030704703995,False,,False
KO_15m_breakout,equity,15m,breakout,-2.1100948424692514,,,-0.6893135121976348,0.25,2799.5436990916483,-4.441826405105783,False,,False
PEP_15m_trend,equity,15m,trend,-0.37272126593335125,,,-0.5304095272709934,0.525,845.8866077535306,-11.901807722143616,False,,False
PEP_15m_mean_reversion,equity,15m,mean_reversion,-3.3555927068306017,,,-0.9091577121574526,0.1375,5672.777385110986,-7.058944583456575,False,,False
PEP_15m_breakout,equity,15m,breakout,-1.9280419343972732,,,-0.6418402092275417,0.25,2496.547404993871,-4.68084524014409,False,,False
BAC_15m_trend,equity,15m,trend,0.7572720124830085,0.11253879993297904,0.7238166988274587,-0.19474352171775644,0.5875,523.5364000048803,-7.096688421331925,True,1.0104219904638583,True
BAC_15m_mean_reversion,equity,15m,mean_reversion,-1.026507210288521,,,-0.6284425056275942,0.35,3715.045415940588,-4.459560345850421,False,,False
BAC_15m_breakout,equity,15m,breakout,-0.6441603144134078,,,-0.333200108057499,0.45,1659.3762284066545,-4.318201201464677,False,,False
AVGO_15m_trend,equity,15m,trend,-0.135430196141236,,,-0.412111102282969,0.4875,464.6168134210382,-6.44057160105056,False,-1.2975952787963172,False
AVGO_15m_mean_reversion,equity,15m,mean_reversion,-1.0526195847184163,,,-0.6479656998612079,0.4,2949.5425800166827,-3.5115978726307278,False,,False
AVGO_15m_breakout,equity,15m,breakout,-0.16994040303116412,,,-0.1906394722650825,0.525,1406.0954543713976,-3.0247179867043408,False,,False
COST_15m_trend,equity,15m,trend,0.11647888456254246,,,-0.39474065178000683,0.4625,747.2168258102287,-10.888640007832011,False,0.3715058826563323,False
COST_15m_mean_reversion,equity,15m,mean_reversion,-2.945227346799055,,,-0.8857456513766884,0.225,5165.117209941962,-6.293989185435346,False,,False
COST_15m_breakout,equity,15m,breakout,-1.4995541301747946,,,-0.5629273503862002,0.2875,2438.5699654255723,-5.031100117793706,False,,False
MRK_15m_trend,equity,15m,trend,0.06676035625832567,,,-0.3358424501551066,0.475,658.3693277290236,-9.077233019016834,False,,False
MRK_15m_mean_reversion,equity,15m,mean_reversion,-1.439606526561622,,,-0.7480241747241154,0.3375,4522.924928250671,-5.036504068121413,False,,False
MRK_15m_breakout,equity,15m,breakout,-1.3273666776177857,,,-0.6011629257593578,0.3125,2088.5052818840986,-4.840645539180257,False,,False
LLY_15m_trend,equity,15m,trend,0.21147860886714523,,,-0.29990294923042693,0.55,527.9569150206971,-5.844302645522968,False,-0.7357590344346691,False
LLY_15m_mean_reversion,equity,15m,mean_reversion,-1.626842604853329,,,-0.77380938520038,0.2625,3533.536135445507,-3.9174203031442394,False,,False
LLY_15m_breakout,equity,15m,breakout,-0.9991885545735693,,,-0.4994579464123937,0.4375,1575.516265562083,-3.235751072292593,False,,False
ABBV_15m_trend,equity,15m,trend,-0.1717431237787834,,,-0.41768588554964614,0.5375,649.5459217435599,-7.909646649980892,False,,False
ABBV_15m_mean_reversion,equity,15m,mean_reversion,-2.1453995002342476,,,-0.8589543196230134,0.25,4538.758343290627,-5.385320772093772,False,,False
ABBV_15m_breakout,equity,15m,breakout,-1.3936536466518497,,,-0.5460008227003421,0.3375,1944.6650290565608,-4.0167619102369505,False,,False
ADBE_15m_trend,equity,15m,trend,0.16770910393474434,,,-0.4129764859288695,0.5625,475.5826761702795,-7.275096846875553,False,-0.9460836789161041,False
ADBE_15m_mean_reversion,equity,15m,mean_reversion,-1.4808886126618237,,,-0.6916863603761272,0.35,3354.6455100367457,-4.71181052049227,False,,False
ADBE_15m_breakout,equity,15m,breakout,-1.1615696558556103,,,-0.5058184693388916,0.35,1567.640034555331,-3.0716413641194,False,,False
CRM_15m_trend,equity,15m,trend,0.5178618792687848,-0.09630860332375744,0.5261943930502297,-0.2106936198043613,0.5625,472.3027666734839,-6.0449175201842325,False,0.11838007435400141,False
CRM_15m_mean_reversion,equity,15m,mean_reversion,-1.6729066247066133,,,-0.7713643233917024,0.3125,3104.9216308433356,-3.639395768246254,False,,False
CRM_15m_breakout,equity,15m,breakout,-0.15499729718473595,,,-0.21107258078755797,0.4375,1419.1166564105088,-2.451408645165026,False,,False
NFLX_15m_trend,equity,15m,trend,0.2916774217174202,,,-0.39796106484174887,0.55,434.9570672870392,-5.267495825001222,False,,False
NFLX_15m_mean_reversion,equity,15m,mean_reversion,-0.6836366027380494,,,-0.5397820222847551,0.4625,3175.975592480795,-3.377912811272552,False,,False
NFLX_15m_breakout,equity,15m,breakout,-1.3875336535787621,,,-0.5225716614953795,0.3125,1431.3890020908811,-2.7314061173923365,False,,False
AMD_15m_trend,equity,15m,trend,0.30570477061226853,,,-0.2581899128575159,0.5125,311.0372177751905,-3.7177629173047424,False,0.17549035163933563,False
AMD_15m_mean_reversion,equity,15m,mean_reversion,-0.9322530163801335,,,-0.5651660266110023,0.325,2079.2658888690326,-2.606893204857703,False,,False
AMD_15m_breakout,equity,15m,breakout,-0.2511453540434273,,,-0.24656573316546926,0.5375,972.9222111199695,-2.679862436490196,False,,False
DIS_15m_trend,equity,15m,trend,-0.059253622836808836,,,-0.4588568608527206,0.45,601.8841931229944,-7.471983254450608,False,-2.751114997573938,False
DIS_15m_mean_reversion,equity,15m,mean_reversion,-1.418165520161853,,,-0.752398511258644,0.3375,3905.946072188544,-4.5425776538543605,False,,False
DIS_15m_breakout,equity,15m,breakout,-1.1098809969782937,,,-0.45309246279599613,0.3375,1789.253139231454,-3.8958017370213214,False,,False
CSCO_15m_trend,equity,15m,trend,-0.4792188970605399,,,-0.6402514312996299,0.525,745.3113325148797,-8.354992912492289,False,,False
CSCO_15m_mean_reversion,equity,15m,mean_reversion,-1.130789868823285,,,-0.7012345805102833,0.3625,4770.222194543487,-5.016879122365786,False,,False
CSCO_15m_breakout,equity,15m,breakout,-1.7294676094293835,,,-0.6501370952341993,0.225,2211.1964731849043,-3.82226785749516,False,,False
INTC_15m_trend,equity,15m,trend,-0.3689874207909649,,,-0.6706363681740872,0.3875,480.00879921059874,-4.640679794226648,False,,False
INTC_15m_mean_reversion,equity,15m,mean_reversion,-0.45919388192977917,,,-0.5030278282515589,0.425,2720.5601746677753,-3.214469162023024,False,,False
INTC_15m_breakout,equity,15m,breakout,-0.565673333867025,,,-0.4005409738273057,0.425,1249.4435839108057,-1.990007205327761,False,,False
PFE_15m_trend,equity,15m,trend,0.04882635838450789,,,-0.5565631147507333,0.4875,634.8943970488951,-8.66027997826822,False,0.25267508360992313,False
PFE_15m_mean_reversion,equity,15m,mean_reversion,-2.0222178520358414,,,-0.8275056838130705,0.2625,4244.229245100774,-5.465693017653488,False,,False
